6.000000,
-0.004107,
-0.004566,
-0.004947,
-0.005256,
-0.005507,
-0.005706,
-0.005858,
-0.005975,
-0.006057,
-0.006111,
-0.006140,
-0.006146,
-0.006130,
-0.006095,
-0.006039,
-0.005961,
-0.005863,
-0.005740,
-0.005591,
-0.005411,
-0.005198,
-0.004946,
-0.004653,
-0.004309,
-0.003912,
-0.003455,
-0.002931,
-0.002336,
-0.001663,
-0.000910,
-0.000074,
0.000845,
0.001843,
0.002916,
0.004053,
0.005240,
0.006456,
0.007678,
0.008875,
0.010015,
0.011060,
0.011974,
0.012718,
0.013258,
0.013564,
0.013615,
0.013401,
0.012923,
0.012193,
0.011237,
0.010093,
0.008805,
0.007420,
0.005989,
0.004562,
0.003176,
0.001865,
0.000653,
-0.000446,
-0.001424,
-0.002282,
-0.003023,
-0.003656,
-0.004190,
-0.004636,
-0.005004,
-0.005302,
-0.005544,
-0.005733,
-0.005882,
-0.005990,
-0.006068,
-0.006118,
-0.006142,
-0.006145,
-0.006126,
-0.006087,
-0.006027,
-0.005947,
-0.005844,
-0.005717,
-0.005562,
-0.005378,
-0.005158,
-0.004900,
-0.004598,
-0.004246,
-0.003839,
-0.003371,
-0.002836,
-0.002227,
-0.001542,
-0.000776,
0.000074,
0.001007,
0.002019,
0.003103,
0.004249,
0.005444,
0.006662,
0.007881,
0.009071,
0.010198,
0.011225,
0.012112,
0.012823,
0.013326,
0.013591,
0.013598,
0.013339,
0.012817,
0.012047,
0.011057,
0.009885,
0.008577,
0.007181,
0.005749,
0.004325,
0.002950,
0.001654,
0.000460,
-0.000618,
-0.001577,
-0.002414,
-0.003137,
-0.003753,
-0.004270,
-0.004703,
-0.005058,
-0.005347,
-0.005580,
-0.005761,
-0.005902,
-0.006005,
-0.006078,
-0.006124,
-0.006144,
-0.006143,
-0.006121,
-0.006077,
-0.006016,
-0.005931,
-0.005824,
-0.005692,
-0.005534,
-0.005343,
-0.005117,
-0.004853,
-0.004542,
-0.004181,
-0.003766,
-0.003286,
-0.002739,
-0.002118,
-0.001419,
-0.000638,
0.000226,
0.001172,
0.002196,
0.003293,
0.004448,
0.005647,
0.006867,
0.008085,
0.009266,
0.010378,
0.011384,
0.012245,
0.012924,
0.013389,
0.013611,
0.013573,
0.013270,
0.012704,
0.011895,
0.010871,
0.009673,
0.008346,
0.006942,
0.005508,
0.004090,
0.002725,
0.001446,
0.000270,
-0.000789,
-0.001726,
-0.002544,
-0.003247,
-0.003846,
-0.004349,
-0.004767,
-0.005111,
-0.005390,
-0.005613,
-0.005788,
-0.005922,
-0.006019,
-0.006088,
-0.006129,
-0.006146,
-0.006141,
-0.006114,
-0.006070,
-0.006002,
-0.005915,
-0.005803,
-0.005668,
-0.005504,
-0.005307,
-0.005076,
-0.004803,
-0.004486,
-0.004116,
-0.003689,
-0.003199,
-0.002640,
-0.002006,
-0.001293,
-0.000498,
0.000378,
0.001339,
0.002376,
0.003482,
0.004647,
0.005851,
0.007073,
0.008286,
0.009459,
0.010556,
0.011540,
0.012372,
0.013017,
0.013443,
0.013623,
0.013541,
0.013192,
0.012584,
0.011737,
0.010681,
0.009458,
0.008114,
0.006701,
0.005267,
0.003855,
0.002504,
0.001241,
0.000084,
-0.000955,
-0.001872,
-0.002669,
-0.003355,
-0.003938,
-0.004425,
-0.004830,
-0.005162,
-0.005431,
-0.005645,
-0.005813,
-0.005940,
-0.006033,
-0.006096,
-0.006134,
-0.006146,
-0.006138,
-0.006108,
-0.006060,
-0.005990,
-0.005897,
-0.005783,
-0.005643,
-0.005473,
-0.005271,
-0.005033,
-0.004754,
-0.004427,
-0.004048,
-0.003611,
-0.003109,
-0.002539,
-0.001892,
-0.001166,
-0.000357,
0.000534,
0.001507,
0.002557,
0.003675,
0.004847,
0.006056,
0.007279,
0.008488,
0.009650,
0.010731,
0.011692,
0.012495,
0.013105,
0.013491,
0.013628,
0.013501,
0.013107,
0.012458,
0.011573,
0.010485,
0.009239,
0.007881,
0.006460,
0.005027,
0.003623,
0.002285,
0.001038,
-0.000099,
-0.001117,
-0.002014,
-0.002792,
-0.003460,
-0.004026,
-0.004499,
-0.004891,
-0.005212,
-0.005471,
-0.005677,
-0.005837,
-0.005959,
-0.006046,
-0.006104,
-0.006136,
-0.006146,
-0.006134,
-0.006102,
-0.006049,
-0.005976,
-0.005880,
-0.005761,
-0.005615,
-0.005442,
-0.005234,
-0.004990,
-0.004702,
-0.004367,
-0.003979,
-0.003532,
-0.003019,
-0.002435,
-0.001776,
-0.001035,
-0.000213,
0.000693,
0.001679,
0.002740,
0.003869,
0.005049,
0.006261,
0.007484,
0.008687,
0.009838,
0.010902,
0.011838,
0.012612,
0.013186,
0.013532,
0.013625
